title,category,code,description_en,hierarchy_level,broader_concept_code,uri,broader_concept_uri,number_of_items
welfare not elsewhere classified,K,K9.2.4,,3,K9.2,http://data.europa.eu/esco/isced-f/0929,http://data.europa.eu/esco/isced-f/092,0
inter-disciplinary programmes and qualifications involving health and welfare,K,K9.3,,2,K9,http://data.europa.eu/esco/isced-f/098,http://data.europa.eu/esco/isced-f/09,0
inter-disciplinary programmes and qualifications involving health and welfare,K,K9.3.0,Inter-disciplinary or broad programmes and qualifications to which the greatest intended learning time is devoted to health and welfare are classified here.,3,K9.3,http://data.europa.eu/esco/isced-f/0988,http://data.europa.eu/esco/isced-f/098,0
health and welfare not elsewhere classified,K,K9.4,,2,K9,http://data.europa.eu/esco/isced-f/099,http://data.europa.eu/esco/isced-f/09,0
health and welfare not elsewhere classified,K,K9.4.0,,3,K9.4,http://data.europa.eu/esco/isced-f/0999,http://data.europa.eu/esco/isced-f/099,0
language skills and knowledge,L,L,,0,is_top,http://data.europa.eu/esco/skill/L,is_top,77
languages,L,L1,"Ability to communicate through reading, writing, speaking and listening in the mother tongue and/or in a foreign language.",1,L,http://data.europa.eu/esco/skill/L1,http://data.europa.eu/esco/skill/L,74
classical languages,L,L2,"All dead languages, no longer actively used, originating from various periods in history, such as Latin from Antiquity, Middle English from the Middle Ages, Classical Maya from the Pre-colonial Americas, and Renaissance Italian from the Early Modern Period.",1,L,http://data.europa.eu/esco/skill/L2,http://data.europa.eu/esco/skill/L,3
skills,S,S,,0,is_top,http://data.europa.eu/esco/skill/S,is_top,10115
"communication, collaboration and creativity",S,S1,"Communicating, collaborating, liaising, and negotiating with other people, developing solutions to problems, creating plans or specifications for the design of objects and systems, composing text or music, performing to entertain an audience, and imparting knowledge to others.",1,S,http://data.europa.eu/esco/skill/S1,http://data.europa.eu/esco/skill/S,2318
"communication, collaboration and creativity",S,S1.0,"Communicating, collaborating, liaising, and negotiating with other people, developing solutions to problems, creating plans or specifications for the design of objects and systems, composing text or music, performing to entertain an audience, and imparting knowledge to others.",2,S1,http://data.europa.eu/esco/skill/S1.0,http://data.europa.eu/esco/skill/S1,7
"communication, collaboration and creativity",S,S1.0.0,"Communicating, collaborating, liaising, and negotiating with other people, developing solutions to problems, creating plans or specifications for the design of objects and systems, composing text or music, performing to entertain an audience, and imparting knowledge to others.",3,S1.0,http://data.europa.eu/esco/skill/S1.0.0,http://data.europa.eu/esco/skill/S1.0,7
negotiating,S,S1.1,"Exchanging ideas while analysing issues and interests at stake, enabling opposing sides to resolve disputes and reach agreement, or making decisions to resolve disputes or impose justice.",2,S1,http://data.europa.eu/esco/skill/S1.1,http://data.europa.eu/esco/skill/S1,84
negotiating,S,S1.1.0,"Exchanging ideas while analysing issues and interests at stake, enabling opposing sides to resolve disputes and reach agreement, or making decisions to resolve disputes or impose justice.",3,S1.1,http://data.europa.eu/esco/skill/S1.1.0,http://data.europa.eu/esco/skill/S1.1,1
negotiating and managing contracts and agreements,S,S1.1.1,"Negotiating and managing contracts and agreements with others concerning matters such as prices, terms of service, employment conditions, access to land and facilities.",3,S1.1,http://data.europa.eu/esco/skill/S1.1.1,http://data.europa.eu/esco/skill/S1.1,50
mediating and resolving disputes,S,S1.1.2,"Working with two or more separate people or groups involved in a disagreement or dispute to bring about an agreement, settlement or compromise.",3,S1.1,http://data.europa.eu/esco/skill/S1.1.2,http://data.europa.eu/esco/skill/S1.1,21
responding to complaints,S,S1.1.3,Handling and responding to complaints from clients or staff.,3,S1.1,http://data.europa.eu/esco/skill/S1.1.3,http://data.europa.eu/esco/skill/S1.1,12
designing systems and products,S,S1.11,"Creating a plan or specification for the construction of an object, system or structure based on aesthetic and/or functional design concepts.",2,S1,http://data.europa.eu/esco/skill/S1.11,http://data.europa.eu/esco/skill/S1,202
designing systems and products,S,S1.11.0,"Creating a plan or specification for the construction of an object, system or structure based on aesthetic and/or functional design concepts.",3,S1.11,http://data.europa.eu/esco/skill/S1.11.0,http://data.europa.eu/esco/skill/S1.11,33
designing ict systems or applications,S,S1.11.1,"Creating a plan or specification for the design of information systems, computer games, databases and computer networks, systems and applications.",3,S1.11,http://data.europa.eu/esco/skill/S1.11.1,http://data.europa.eu/esco/skill/S1.11,27
designing electrical or electronic systems or equipment,S,S1.11.2,"Creating a plan or specification for the design and development of electrical, electronic or mechatronic systems, hardware, products, and components.",3,S1.11,http://data.europa.eu/esco/skill/S1.11.2,http://data.europa.eu/esco/skill/S1.11,24
developing recipes or menus,S,S1.11.3,Combining innovative and creative ideas to come up with new recipes for food and beverage products and to create new menus.,3,S1.11,http://data.europa.eu/esco/skill/S1.11.3,http://data.europa.eu/esco/skill/S1.11,20
designing structures or facilities,S,S1.11.4,"Creating a plan or specification for the design and development of physical structures such as buildings, urban infrastructure, or open spaces.",3,S1.11,http://data.europa.eu/esco/skill/S1.11.4,http://data.europa.eu/esco/skill/S1.11,49
"designing industrial materials, systems or products",S,S1.11.5,"Creating or executing a plan or specification for the design of industrial, materials, products, or production systems, based on aesthetic and/or functional design concepts.",3,S1.11,http://data.europa.eu/esco/skill/S1.11.5,http://data.europa.eu/esco/skill/S1.11,49
"creating artistic, visual or instructive materials",S,S1.12,"Creating and developing visual representations and displays, instructional or promotional materials, or artistic designs or performances.",2,S1,http://data.europa.eu/esco/skill/S1.12,http://data.europa.eu/esco/skill/S1,251
"creating artistic, visual or instructive materials",S,S1.12.0,"Creating and developing visual representations and displays, instructional or promotional materials, or artistic designs or performances.",3,S1.12,http://data.europa.eu/esco/skill/S1.12.0,http://data.europa.eu/esco/skill/S1.12,23
creating visual displays and decorations,S,S1.12.1,"Creating, designing and arranging graphics, visual representations, displays, exhibits or decorations.",3,S1.12,http://data.europa.eu/esco/skill/S1.12.1,http://data.europa.eu/esco/skill/S1.12,76
developing instructive or promotional materials,S,S1.12.2,"Creating and developing materials for instructional, educational, advertising or promotional purposes",3,S1.12,http://data.europa.eu/esco/skill/S1.12.2,http://data.europa.eu/esco/skill/S1.12,34
creating artistic designs or performances,S,S1.12.3,"Creating original works of art such as pictures and sculptures, or creating artistic performances such as dance and drama for live or recorded performance.",3,S1.12,http://data.europa.eu/esco/skill/S1.12.3,http://data.europa.eu/esco/skill/S1.12,118
writing and composing,S,S1.13,"Writing text or composing music, creating original work with regard to format, style and content.",2,S1,http://data.europa.eu/esco/skill/S1.13,http://data.europa.eu/esco/skill/S1,134
writing and composing,S,S1.13.0,"Writing text or composing music, creating original work with regard to format, style and content.",3,S1.13,http://data.europa.eu/esco/skill/S1.13.0,http://data.europa.eu/esco/skill/S1.13,7
composing music,S,S1.13.1,Composing and arranging music.,3,S1.13,http://data.europa.eu/esco/skill/S1.13.1,http://data.europa.eu/esco/skill/S1.13,23
artistic and creative writing,S,S1.13.2,"Writing original text of a creative nature for artistic, journalistic, promotional or similar purposes.",3,S1.13,http://data.europa.eu/esco/skill/S1.13.2,http://data.europa.eu/esco/skill/S1.13,30
technical or academic writing,S,S1.13.3,"Writing original text of a primarily functional, technical or academic nature; editing text.",3,S1.13,http://data.europa.eu/esco/skill/S1.13.3,http://data.europa.eu/esco/skill/S1.13,74
performing and entertaining,S,S1.14,Undertaking activities to entertain an audience or improve personal abilities.,2,S1,http://data.europa.eu/esco/skill/S1.14,http://data.europa.eu/esco/skill/S1,127
performing and entertaining,S,S1.14.0,Undertaking activities to entertain an audience or improve personal abilities.,3,S1.14,http://data.europa.eu/esco/skill/S1.14.0,http://data.europa.eu/esco/skill/S1.14,0
practising sports,S,S1.14.1,"Performing and practising athletic activities for fitness, competition, or artistic purposes.",3,S1.14,http://data.europa.eu/esco/skill/S1.14.1,http://data.europa.eu/esco/skill/S1.14,21
performing artistic or cultural activities,S,S1.14.2,"Performing, practising or rehearsing music, dance, drama, ceremonies or other types of performance (excluding athletic performance) for a live audience, or as part of a recording session.",3,S1.14,http://data.europa.eu/esco/skill/S1.14.2,http://data.europa.eu/esco/skill/S1.14,85
conducting gaming activities,S,S1.14.3,Carrying out gaming operations in gambling establishments and participating in gambling games.,3,S1.14,http://data.europa.eu/esco/skill/S1.14.3,http://data.europa.eu/esco/skill/S1.14,21
using more than one language,S,S1.15,"Using more than one language or dialect to communicate verbally or in written form, or to translate from one language to another.",2,S1,http://data.europa.eu/esco/skill/S1.15,http://data.europa.eu/esco/skill/S1,42
using more than one language,S,S1.15.0,"Using more than one language or dialect to communicate verbally or in written form, or to translate from one language to another.",3,S1.15,http://data.europa.eu/esco/skill/S1.15.0,http://data.europa.eu/esco/skill/S1.15,0
using foreign languages,S,S1.15.1,"Communicating with others in one or more foreign languages or dialects, in spoken or written forms.",3,S1.15,http://data.europa.eu/esco/skill/S1.15.1,http://data.europa.eu/esco/skill/S1.15,11
translating and interpreting,S,S1.15.2,"Translate one language into another language in written or spoken form. Match words and expressions with their corresponding brothers in other languages, while making sure that the message and nuances of the original text are preserved.",3,S1.15,http://data.europa.eu/esco/skill/S1.15.2,http://data.europa.eu/esco/skill/S1.15,31
liaising and networking,S,S1.2,"Developing alliances, contacts or partnerships, and exchanging information with others.",2,S1,http://data.europa.eu/esco/skill/S1.2,http://data.europa.eu/esco/skill/S1,253
liaising and networking,S,S1.2.0,"Developing alliances, contacts or partnerships, and exchanging information with others.",3,S1.2,http://data.europa.eu/esco/skill/S1.2.0,http://data.europa.eu/esco/skill/S1.2,10
coordinating activities with others,S,S1.2.1,"Communicating and liaising with colleagues, clients and other agencies on operational matters, problems and activities. Cooperating and liaising with outside agencies, clients and other organisational units to adapt the timing and nature of the activities.",3,S1.2,http://data.europa.eu/esco/skill/S1.2.1,http://data.europa.eu/esco/skill/S1.2,153
developing professional relationships or networks,S,S1.2.3,"Developing alliances, contacts or partnerships with colleagues, clients and stakeholders.",3,S1.2,http://data.europa.eu/esco/skill/S1.2.3,http://data.europa.eu/esco/skill/S1.2,55
advocating for individual or community needs,S,S1.2.4,"Delivering arguments in favour of something, such as a cause, idea, or policy, to benefit another person or a community.",3,S1.2,http://data.europa.eu/esco/skill/S1.2.4,http://data.europa.eu/esco/skill/S1.2,35
teaching and training,S,S1.3,"Facilitating the acquisition of new knowledge and skills. Leading and guiding individuals and groups through a process in which they are taught the necessary skills and knowledge for life, future learning or for a particular job or set of jobs.",2,S1,http://data.europa.eu/esco/skill/S1.3,http://data.europa.eu/esco/skill/S1,253
teaching and training,S,S1.3.0,"Facilitating the acquisition of new knowledge and skills. Leading and guiding individuals and groups through a process in which they are taught the necessary skills and knowledge for life, future learning or for a particular job or set of jobs.",3,S1.3,http://data.europa.eu/esco/skill/S1.3.0,http://data.europa.eu/esco/skill/S1.3,18
teaching academic or vocational subjects,S,S1.3.1,Instruct students in the theory and practice of academic or vocational subjects.,3,S1.3,http://data.europa.eu/esco/skill/S1.3.1,http://data.europa.eu/esco/skill/S1.3,80
teaching safety procedures,S,S1.3.2,Teaching safety procedures or standards to other people.,3,S1.3,http://data.europa.eu/esco/skill/S1.3.2,http://data.europa.eu/esco/skill/S1.3,14
training on operational procedures,S,S1.3.3,"Training employees, students or clients on operational procedures in the work place or and demonstrating the use of equipment or products.",3,S1.3,http://data.europa.eu/esco/skill/S1.3.3,http://data.europa.eu/esco/skill/S1.3,70
training on health or medical topics,S,S1.3.4,"Training patients, health providers, or carers on health or hygiene practices, medical procedures or physcial fitness.",3,S1.3,http://data.europa.eu/esco/skill/S1.3.4,http://data.europa.eu/esco/skill/S1.3,16
coaching and mentoring,S,S1.3.5,"Actively helping individuals or groups to improve their strengths, life skills, performance, learning skills and confidence and to optimise specific methods, skills or abilities.",3,S1.3,http://data.europa.eu/esco/skill/S1.3.5,http://data.europa.eu/esco/skill/S1.3,55
presenting information,S,S1.4,Presenting oral or visual material to an audience in order to provide or interpret information.,2,S1,http://data.europa.eu/esco/skill/S1.4,http://data.europa.eu/esco/skill/S1,68
presenting information,S,S1.4.0,Presenting oral or visual material to an audience in order to provide or interpret information.,3,S1.4,http://data.europa.eu/esco/skill/S1.4.0,http://data.europa.eu/esco/skill/S1.4,6
presenting general information,S,S1.4.1,Presenting information of a non-technical nature to an audience.,3,S1.4,http://data.europa.eu/esco/skill/S1.4.1,http://data.europa.eu/esco/skill/S1.4,28
presenting research or technical information,S,S1.4.2,"Presenting information of a technical or academic nature to an audience, including presenting the results of research.",3,S1.4,http://data.europa.eu/esco/skill/S1.4.2,http://data.europa.eu/esco/skill/S1.4,23
presenting information in legal proceedings,S,S1.4.3,"Testifying, presenting evidence or representing clients during legal proceedings.",3,S1.4,http://data.europa.eu/esco/skill/S1.4.3,http://data.europa.eu/esco/skill/S1.4,11
advising and consulting,S,S1.5,"Providing guidance and advice to enable decision-making about tasks, situations, and processes.",2,S1,http://data.europa.eu/esco/skill/S1.5,http://data.europa.eu/esco/skill/S1,377
advising and consulting,S,S1.5.0,"Providing guidance and advice to enable decision-making about tasks, situations, and processes.",3,S1.5,http://data.europa.eu/esco/skill/S1.5.0,http://data.europa.eu/esco/skill/S1.5,30
"advising on legal, regulatory or procedural matters",S,S1.5.1,"Discussing legal matters with clients, disputants, or legal professionals or staff. Explaining and providing advice to others on legal matters, regulations, policies or procedures.",3,S1.5,http://data.europa.eu/esco/skill/S1.5.1,http://data.europa.eu/esco/skill/S1.5,49
providing financial advice,S,S1.5.2,Explaining financial information and providing financial advice.,3,S1.5,http://data.europa.eu/esco/skill/S1.5.2,http://data.europa.eu/esco/skill/S1.5,20
advising on products and services,S,S1.5.3,Advising others on products or services explaining technical details.,3,S1.5,http://data.europa.eu/esco/skill/S1.5.3,http://data.europa.eu/esco/skill/S1.5,104
providing medical advice,S,S1.5.4,"Explaining medical and healthcare information to patients or family members and/or advising them on medical, health or wellness issues.",3,S1.5,http://data.europa.eu/esco/skill/S1.5.4,http://data.europa.eu/esco/skill/S1.5,86
advising on environmental issues,S,S1.5.5,Providing information and advice on environmental protection and sustainability.,3,S1.5,http://data.europa.eu/esco/skill/S1.5.5,http://data.europa.eu/esco/skill/S1.5,28
advising on design or use of technologies,S,S1.5.6,"Providing information and advice on technological possibilities, developments and on the uses of technology.",3,S1.5,http://data.europa.eu/esco/skill/S1.5.6,http://data.europa.eu/esco/skill/S1.5,8
advising on business or operational matters,S,S1.5.7,Providing information and advice to improve the efficiency of production and business operations.,3,S1.5,http://data.europa.eu/esco/skill/S1.5.7,http://data.europa.eu/esco/skill/S1.5,27
advising on educational or vocational matters,S,S1.5.8,"Providing information, advice and guidance on educational and training courses, teaching and learning methods, careers or job search.",3,S1.5,http://data.europa.eu/esco/skill/S1.5.8,http://data.europa.eu/esco/skill/S1.5,14
advising on workplace health and safety issues,S,S1.5.9,Promoting and providing information and advice on health and safety in the workplace.,3,S1.5,http://data.europa.eu/esco/skill/S1.5.9,http://data.europa.eu/esco/skill/S1.5,11
"promoting, selling and purchasing",S,S1.6,"Using communication strategies or techniques to encourage acceptance of goods, services, or ideas, and to sell or buy and goods or services.",2,S1,http://data.europa.eu/esco/skill/S1.6,http://data.europa.eu/esco/skill/S1,242
"promoting, selling and purchasing",S,S1.6.0,"Using communication strategies or techniques to encourage acceptance of goods, services, or ideas, and to sell or buy and goods or services.",3,S1.6,http://data.europa.eu/esco/skill/S1.6.0,http://data.europa.eu/esco/skill/S1.6,13
selling products or services,S,S1.6.1,"Taking orders for and selling goods or services to individuals, households or enterprises.",3,S1.6,http://data.europa.eu/esco/skill/S1.6.1,http://data.europa.eu/esco/skill/S1.6,90
"promoting products, services, or programs",S,S1.6.2,"Promoting, advertising and marketing goods, services, programs or policies.",3,S1.6,http://data.europa.eu/esco/skill/S1.6.2,http://data.europa.eu/esco/skill/S1.6,86
purchasing goods or services,S,S1.6.3,"Buying and ordering goods, services and supplies.",3,S1.6,http://data.europa.eu/esco/skill/S1.6.3,http://data.europa.eu/esco/skill/S1.6,53
obtaining information verbally,S,S1.7,Asking questions and listening to others to obtain information.,2,S1,http://data.europa.eu/esco/skill/S1.7,http://data.europa.eu/esco/skill/S1,58
obtaining information verbally,S,S1.7.0,Asking questions and listening to others to obtain information.,3,S1.7,http://data.europa.eu/esco/skill/S1.7.0,http://data.europa.eu/esco/skill/S1.7,0
interviewing,S,S1.7.1,"Interacting verbally in a formal way, usually using structured questioning, to collect information, determine opinions, or determine suitability of individuals for jobs, roles or tasks.",3,S1.7,http://data.europa.eu/esco/skill/S1.7.1,http://data.europa.eu/esco/skill/S1.7,18
engaging with others to identify needs,S,S1.7.2,"Engaging in discussions in order to identify expectations, requirements, desires, needs and problems of clients, co-workers, students and others.",3,S1.7,http://data.europa.eu/esco/skill/S1.7.2,http://data.europa.eu/esco/skill/S1.7,27
listening and asking questions,S,S1.7.3,"Listen carefully to what other people say, patiently understanding points being made, formulating and asking appropriate questions, without interrupting at inappropriate times.",3,S1.7,http://data.europa.eu/esco/skill/S1.7.3,http://data.europa.eu/esco/skill/S1.7,13
working with others,S,S1.8,"Working with other people, understanding and respecting the roles and competencies of others.",2,S1,http://data.europa.eu/esco/skill/S1.8,http://data.europa.eu/esco/skill/S1,161
working with others,S,S1.8.0,"Working with other people, understanding and respecting the roles and competencies of others.",3,S1.8,http://data.europa.eu/esco/skill/S1.8.0,http://data.europa.eu/esco/skill/S1.8,9
working in teams,S,S1.8.1,Working confidently within a group with each doing their part in the service of the whole. Understanding and respecting the roles and competencies of other team members.,3,S1.8,http://data.europa.eu/esco/skill/S1.8.1,http://data.europa.eu/esco/skill/S1.8,61
giving instructions,S,S1.8.2,"Giving instructions and directions to co-workers, subordinates or students or members of the public by employing various communication techniques. Adjusting communication style to the target audience in order to convey instructions as intended.",3,S1.8,http://data.europa.eu/esco/skill/S1.8.2,http://data.europa.eu/esco/skill/S1.8,22
giving feedback,S,S1.8.3,"Providing founded feedback on the performance of subordinates, co-workers and students through both criticism and praise in a respectful, clear, and consistent manner. Highlighting achievements as well as mistakes and set up methods of formative assessment.",3,S1.8,http://data.europa.eu/esco/skill/S1.8.3,http://data.europa.eu/esco/skill/S1.8,13
accepting feedback,S,S1.8.4,React to valid and well-reasoned opinions and directions about one's work in a positive manner.,3,S1.8,http://data.europa.eu/esco/skill/S1.8.4,http://data.europa.eu/esco/skill/S1.8,9
following instructions and procedures,S,S1.8.5,Following instructions given verbally or in writing and following standard or agreed procedures.,3,S1.8,http://data.europa.eu/esco/skill/S1.8.5,http://data.europa.eu/esco/skill/S1.8,30
assisting and supporting co-workers,S,S1.8.6,"Assisting and supporting colleagues, managers, volunteers and other co-workers in the performance of their tasks or in the operations of a business unit.",3,S1.8,http://data.europa.eu/esco/skill/S1.8.6,http://data.europa.eu/esco/skill/S1.8,17
solving problems,S,S1.9,"Developing and implementing solutions to practical, operational or conceptual problems which arise in the execution of work in a wide range of contexts.",2,S1,http://data.europa.eu/esco/skill/S1.9,http://data.europa.eu/esco/skill/S1,59
solving problems,S,S1.9.0,"Developing and implementing solutions to practical, operational or conceptual problems which arise in the execution of work in a wide range of contexts.",3,S1.9,http://data.europa.eu/esco/skill/S1.9.0,http://data.europa.eu/esco/skill/S1.9,3
developing solutions,S,S1.9.1,"Developing solutions to practical, operational or conceptual problems which arise in the execution of work in a wide range of contexts.",3,S1.9,http://data.europa.eu/esco/skill/S1.9.1,http://data.europa.eu/esco/skill/S1.9,25
implementing new procedures or processes,S,S1.9.2,"Implementing new business procedures or processes to resolve practical, operational or conceptual problems which arise in the execution of work in a wide range of contexts.",3,S1.9,http://data.europa.eu/esco/skill/S1.9.2,http://data.europa.eu/esco/skill/S1.9,31
information skills,S,S2,"Collecting, storing, monitoring, and using information; Conducting studies, investigations and tests; maintaining records; managing, evaluating, processing, analysing and monitoring information and projecting outcomes.",1,S,http://data.europa.eu/esco/skill/S2,http://data.europa.eu/esco/skill/S,2008
information skills,S,S2.0,"Collecting, storing, monitoring, and using information; Conducting studies, investigations and tests; maintaining records; managing, evaluating, processing, analysing and monitoring information and projecting outcomes.",2,S2,http://data.europa.eu/esco/skill/S2.0,http://data.europa.eu/esco/skill/S2,1
information skills,S,S2.0.0,"Collecting, storing, monitoring, and using information; Conducting studies, investigations and tests; maintaining records; managing, evaluating, processing, analysing and monitoring information and projecting outcomes.",3,S2.0,http://data.europa.eu/esco/skill/S2.0.0,http://data.europa.eu/esco/skill/S2.0,1
"conducting studies, investigations and examinations",S,S2.1,"Conducting studies, investigations, and examinations to increase knowledge and understanding, diagnose problems or identify needs and requirements.",2,S2,http://data.europa.eu/esco/skill/S2.1,http://data.europa.eu/esco/skill/S2,299
"conducting studies, investigations and examinations",S,S2.1.0,"Conducting studies, investigations, and examinations to increase knowledge and understanding, diagnose problems or identify needs and requirements.",3,S2.1,http://data.europa.eu/esco/skill/S2.1.0,http://data.europa.eu/esco/skill/S2.1,26
conducting investigations,S,S2.1.1,"Conducting studies, investigations,  research or surveys to increase knowledge and understanding.",3,S2.1,http://data.europa.eu/esco/skill/S2.1.1,http://data.europa.eu/esco/skill/S2.1,140
diagnosing health conditions,S,S2.1.2,"Examining patients, deceased persons or animals to diagnose physical and mental illnesses, injuries and medical conditions.",3,S2.1,http://data.europa.eu/esco/skill/S2.1.2,http://data.europa.eu/esco/skill/S2.1,102
interpreting technical documentation and diagrams,S,S2.1.3,"Reading and interpreting documentation such as blueprints, electrical wiring diagrams, architectural plans.",3,S2.1,http://data.europa.eu/esco/skill/S2.1.3,http://data.europa.eu/esco/skill/S2.1,31
documenting and recording information,S,S2.2,"Maintaining records of information, transactions and activities in digital, paper or other forms.",2,S2,http://data.europa.eu/esco/skill/S2.2,http://data.europa.eu/esco/skill/S2,279
documenting and recording information,S,S2.2.0,"Maintaining records of information, transactions and activities in digital, paper or other forms.",3,S2.2,http://data.europa.eu/esco/skill/S2.2.0,http://data.europa.eu/esco/skill/S2.2,12
"preparing financial documents, records, reports, or budgets",S,S2.2.1,"Preparing and maintaining records and standardized reports on transactions, sales, financial information and budgets.",3,S2.2,http://data.europa.eu/esco/skill/S2.2.1,http://data.europa.eu/esco/skill/S2.2,29
recording legal information,S,S2.2.2,Recording information and preparing standardized documentation and reports on legal matters.,3,S2.2,http://data.europa.eu/esco/skill/S2.2.2,http://data.europa.eu/esco/skill/S2.2,10
"preparing documentation for contracts, applications, or permits",S,S2.2.3,"Preparing applications and maintaining standardized documentation for the issuance of contracts, licences or permits.",3,S2.2,http://data.europa.eu/esco/skill/S2.2.3,http://data.europa.eu/esco/skill/S2.2,36
maintaining or preparing medical documentation,S,S2.2.4,"Maintaining health and medical records, and preparing standardized reports on health status, medical conditions, or medical test results.",3,S2.2,http://data.europa.eu/esco/skill/S2.2.4,http://data.europa.eu/esco/skill/S2.2,21
maintaining operational records,S,S2.2.5,"Keeping records required for operational purposes such as those related to staff, clients, production and stock inventories.",3,S2.2,http://data.europa.eu/esco/skill/S2.2.5,http://data.europa.eu/esco/skill/S2.2,123
"documenting technical designs, procedures, problems or activities",S,S2.2.6,"Preparing and maintaining documentation and specifications of designs, equipment and operating procedures.",3,S2.2,http://data.europa.eu/esco/skill/S2.2.6,http://data.europa.eu/esco/skill/S2.2,24
reporting incidents and defects,S,S2.2.7,"Reporting and keeping records of events, complaints, and defective equipment or materials.",3,S2.2,http://data.europa.eu/esco/skill/S2.2.7,http://data.europa.eu/esco/skill/S2.2,24
managing information,S,S2.3,"Setting up and managing manual or electronic systems for storing , selecting, organizing, retrieving, distributing and safeguarding information.",2,S2,http://data.europa.eu/esco/skill/S2.3,http://data.europa.eu/esco/skill/S2,56
managing information,S,S2.3.0,"Setting up and managing manual or electronic systems for storing , selecting, organizing, retrieving, distributing and safeguarding information.",3,S2.3,http://data.europa.eu/esco/skill/S2.3.0,http://data.europa.eu/esco/skill/S2.3,56
processing information,S,S2.4,"Inputting, recording, transcribing and updating data using electronic or manual information systems.",2,S2,http://data.europa.eu/esco/skill/S2.4,http://data.europa.eu/esco/skill/S2,93
processing information,S,S2.4.0,"Inputting, recording, transcribing and updating data using electronic or manual information systems.",3,S2.4,http://data.europa.eu/esco/skill/S2.4.0,http://data.europa.eu/esco/skill/S2.4,6
gathering information from physical or electronic sources,S,S2.4.1,"Collecting, compiling or gathering information from digital, paper or other sources.",3,S2.4,http://data.europa.eu/esco/skill/S2.4.1,http://data.europa.eu/esco/skill/S2.4,55
entering and transforming information,S,S2.4.2,Entering and transforming information in electronic or other information systems.,3,S2.4,http://data.europa.eu/esco/skill/S2.4.2,http://data.europa.eu/esco/skill/S2.4,32
measuring physical properties,S,S2.5,"Measuring the dimensions, weight, density and other physical properties of objects, materials and spaces.",2,S2,http://data.europa.eu/esco/skill/S2.5,http://data.europa.eu/esco/skill/S2,64
measuring physical properties,S,S2.5.0,"Measuring the dimensions, weight, density and other physical properties of objects, materials and spaces.",3,S2.5,http://data.europa.eu/esco/skill/S2.5.0,http://data.europa.eu/esco/skill/S2.5,16
measuring dimensions and related properties,S,S2.5.1,"Measuring the dimensions, density and other physical properties of objects, materials, people, and spaces.",3,S2.5,http://data.europa.eu/esco/skill/S2.5.1,http://data.europa.eu/esco/skill/S2.5,35
weighing,S,S2.5.2,Measuring the weight of objects and people.,3,S2.5,http://data.europa.eu/esco/skill/S2.5.2,http://data.europa.eu/esco/skill/S2.5,13
calculating and estimating,S,S2.6,Performing mathematical calculations and estimating the results of an action or a series of actions.,2,S2,http://data.europa.eu/esco/skill/S2.6,http://data.europa.eu/esco/skill/S2,119
calculating and estimating,S,S2.6.0,Performing mathematical calculations and estimating the results of an action or a series of actions.,3,S2.6,http://data.europa.eu/esco/skill/S2.6.0,http://data.europa.eu/esco/skill/S2.6,7
performing calculations,S,S2.6.1,"Performing mathematical calculations on financial, spatial, scientific or other data with or without the used of electronic tools.",3,S2.6,http://data.europa.eu/esco/skill/S2.6.1,http://data.europa.eu/esco/skill/S2.6,50
determining values of goods or services,S,S2.6.2,Determining or estimating values or prices of goods or services.,3,S2.6,http://data.europa.eu/esco/skill/S2.6.2,http://data.europa.eu/esco/skill/S2.6,29
estimating resource needs,S,S2.6.3,"Calculating and estimating the costs and volumes of human and physical resources required to undertake projects, repairs or other tasks.",3,S2.6,http://data.europa.eu/esco/skill/S2.6.3,http://data.europa.eu/esco/skill/S2.6,33
analysing and evaluating information and data,S,S2.7,Examining data or facts to determine appropriate actions or recommendations; comparing and critically evaluating the credibility and reliability of sources of data; making and defending judgements based on internal evidence and external criteria.,2,S2,http://data.europa.eu/esco/skill/S2.7,http://data.europa.eu/esco/skill/S2,358
analysing and evaluating information and data,S,S2.7.0,Examining data or facts to determine appropriate actions or recommendations; comparing and critically evaluating the credibility and reliability of sources of data; making and defending judgements based on internal evidence and external criteria.,3,S2.7,http://data.europa.eu/esco/skill/S2.7.0,http://data.europa.eu/esco/skill/S2.7,79
assessing land or real estate,S,S2.7.1,"Assessing the suitability of land or buildings for future sale, use, development or conservation and estimating their value.",3,S2.7,http://data.europa.eu/esco/skill/S2.7.1,http://data.europa.eu/esco/skill/S2.7,26
analysing scientific and medical data,S,S2.7.2,Analysing data and evaluating information collected from scientific and medical tests and investigations.,3,S2.7,http://data.europa.eu/esco/skill/S2.7.2,http://data.europa.eu/esco/skill/S2.7,57
analysing financial and economic data,S,S2.7.3,Analysing and evaluating information and data on finances and on economic and market trends.,3,S2.7,http://data.europa.eu/esco/skill/S2.7.3,http://data.europa.eu/esco/skill/S2.7,35
analysing business operations,S,S2.7.4,Analysing and evaluating information and data on production and business operations.,3,S2.7,http://data.europa.eu/esco/skill/S2.7.4,http://data.europa.eu/esco/skill/S2.7,73
performing risk analysis and management,S,S2.7.5,"Identify and assess factors that may have negative financial consequences, jeopardise the success of a project or activity, expose individuals to danger, cause damage to property and equipment or threaten an organisation's functioning. Implement procedures to avoid or minimise their impact.",3,S2.7,http://data.europa.eu/esco/skill/S2.7.5,http://data.europa.eu/esco/skill/S2.7,43
